Row_ID;Sex;How satisfied are you with the amount of space allocated to you and your family in the camp?;How satisfied are you with the level of hygiene and sanitation in the camp?;Do you think there are enough healthcare facilities for Rohingya (like aid station, health centre, hospital)?;How satisfied are you with the quality of healthcare you and your family are receiving in the camp?;How satisfied are you with the level of psychological support you and your family are receiving in the camp?;How satisfied are you with the level of social support you and your family receive from neighbours and friends?;Do you think you are able to exercise your religion freely in the camp?;How satisfied are you with the number of religious facilities (like madrasas, mosques) in the camp?;Do you think there are enough educational opportunities for Rohingya children below the age of 12 in the camp?;Do you think there are enough educational opportunities for Rohingya adolescents (between 12 and 18 years old) in the camp?;Do you think there are enough educational opportunities for Rohingya adults (older than 18 years old) in the camp?;How satisfied are you with the quality of education you and your family are receiving in the camp?;How satisfied are you with the number of job opportunities available to Rohingya adults in the camp?;How satisfied are you with the income your family makes in the camp?;How satisfied are you with the overall help you and your family have been receiving from NGOs?;How do you mostly hear about the news?;Who do you consider the most important person in your camp?;Other than family, who do you go to when you have a problem?;Do you have enough good friends in the camp?;Do you consider any Bangladeshis as your friends?;Do you believe Rohingya and Bangladeshis can be good friends?;Do you think that there are Rohingya families who have married their daughter off to Bangladeshi boys/men?;Do you personally know any Rohingya family who has married their daughter off to a Bangladeshi boy/man?;How much do you trust the police/military/guards of camps in Bangladesh?;How much do you trust the NGOs in the camp?;How much do you trust the Majhis?;How much do you trust the Imam (religious leader)?;How often do you talk with Rohingya people outside Bangladesh and Myanmar?;In what countries are they now?;How often do you talk with others (non-Rohingya people) outside Bangladesh and Myanmar?;In what countries are they now?;Do you often feel stressed or overwhelmed by your situation?;Do you prefer talking about your problems with others or trying to forget what you are going through?;Do you prefer solving your problems alone or by asking others for their help?;Does talking about your every day problems with others make you feel better?;How comfortable do you feel talking about your problems with NGO workers?;Do you think the situation in the camp is better now or 6 months ago?;Do you smoke cigarettes?;How many cigarettes a day on average?;Did you also smoke before coming to Bangladesh?;Do you chew betel nuts?;How many betel nuts a day on average?;Did you also chew before coming to Bangladesh?;Do you think that there are Rohingya in the camp who use medicine or drink syrup often without needing it?;Have you  ever seen any Rohingya in the camp use medicine or syrup often without needing it?;Do you think that there are Rohingya in the camp who use illegal substances (like alcohol or drugs)?;Have you ever seen any Rohingya in the camp use illegal substances (like alcohol or drugs)?;Do you think that there are Rohingya in the camp who are involved in illegal activities (like selling/transporting drinks or yaba)?;How often do you hear people talking about violent groups in the camp?;How do you think violence in the camp has changed over time?;Do you think that sexual harassment in the camp happens often?;Where does sexual harassment happen the most?;How afraid are you to leave your child unattended in the camp after it gets dark?;Do you think that there are Rohingya families whose child has gone missing since they moved to Bangladesh?;Do you personally know any Rohingya families whose child has gone missing since they moved to this camp?;To what extent do you feel at home in the camp in Bangladesh now?;Do you know that the Bangladesh government plans on moving Rohingya to Bhasan Char?;Are you willing to go?;Do you think that the government of Myanmar will recognize the rights of Rohingya in the next two years?;If the Myanmar government recognizes the rights of Rohingya in the next two years, will you return to Myanmar?;Do you think that repatriation to Myanmar will happen in the next two years?;Do you personally know any Rohingya who left Bangladesh in the last six months?;Where did they go?;Have you thought about leaving to go to another country other than Myanmar and Bangladesh?;How scared are you to leave for another country?;Where do you think you will be in six months from now?;If you could choose any country in the world, other than Myanmar, where would you go?;Where do you think the majority of Rohingya would choose to go if they could choose freely (apart from Myanmar)?;How do you feel about the future?
12874;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Head Mahji;Block Majhi;Yes;No;Yes;No;;Quite a bit of trust;Quite a bit of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Decreased;No;;Afraid;Yes;No;Somewhat;Yes;No;No;No;No;No;;No;scared;Here, in the camp ;I don't want to go anywhere else.;USA;negative
12875;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Head Mahji;Block Majhi;Yes;No;Yes;No;;Quite a bit of trust;Quite a bit of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Same;No;;Afraid;Yes;No;Somewhat;Yes;No;No;Yes;No;No;;No;scared;Here, in the camp ;I don't want to go anywhere else.;No reply/No comment;neither positive nor negative
12876;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Very unsatisfied;Satisfied;Family;Block Mahji;Block Majhi;Yes;No;Yes;No;;Quite a bit of trust;Quite a bit of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;8;Yes;No;;No;;No;A few times a year;Decreased;No;;Afraid;Yes;No;Somewhat;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp ;I don't want to go anywhere else.;I don't know about the majority;neither positive nor negative
12877;Female;Unsatisfied;Very satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Very unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Head Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;A lot of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;5;Yes;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;scared;Here, in the camp;Saudi Arabia, Turkey;Saudi Arabia;negative
12878;Female;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Very unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Head Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;A lot of trust;A lot of trust;Three times a month;Malaysia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;scared;Here, in the camp;Malaysia, Saudi Arabia;Saudi Arabia;negative
12879;Female;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Head Mahji;Block Majhi;No;No;Yes;No;;A lot of trust;Quite a bit of trust;A lot of trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;scared;Here, in the camp;Saudi Arabia, Turkey;Saudi Arabia;negative
12880;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Head Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;A lot of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Not at all;Yes;No;Yes;Yes;Yes;No;;No;scared;Here, in the camp;Saudi Arabia;Saudi Arabia;negative
12881;Female;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Family;Head Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;A lot of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Very little;Yes;No;No;Yes;No;No;;No;scared;Here, in the camp;Australia, Saudi Arabia;Saudi Arabia;negative
12882;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Neither satisfied nor unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Head Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;A lot of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;5;Yes;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Saudi Arabia;Saudi Arabia;negative
12883;Female;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Family;CIC;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;A lot of trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Very little;Yes;No;No;Yes;No;No;;No;scared;Here, in the camp;Australia, Canada;Canada;negative
12884;Female;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Family;Head Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;A lot of trust;A lot of trust;Three times a month;Malaysia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Australia, USA;Australia, USA;neither positive nor negative
12885;Female;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Head Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;A lot of trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;scared;Here, in the camp;Saudi Arabia, Turkey;Saudi Arabia;neither positive nor negative
12886;Female;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Head Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;A lot of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Not at all;Yes;No;Yes;Yes;Yes;No;;No;scared;Here, in the camp;Saudi Arabia;Saudi Arabia;neither positive nor negative
12887;Female;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Head Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;A lot of trust;A lot of trust;Three times a month;Malaysia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;scared;Here, in the camp ;Canada, UK, USA;Canada, USA;very negative
12888;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Head Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;5;Yes;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Saudi Arabia;Saudi Arabia;negative
12889;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Head Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;A lot of trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;5;Yes;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Not at all;Yes;No;Yes;Yes;Yes;No;;Yes;very scared;Here, in the camp;Saudi Arabia;Saudi Arabia;negative
12890;Female;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Family;Head Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;A lot of trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;No;A few times a year;Decreased;I don't want to answer;;Very afraid;Yes;No;Very little;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Malaysia, Saudi Arabia;Saudi Arabia;negative
12891;Female;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;CIC;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;Quite a bit of trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;5;Yes;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;scared;Here, in the camp;Saudi Arabia;Saudi Arabia;negative
12892;Female;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;CIC;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;A lot of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;5;Yes;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Malaysia, Saudi Arabia;Saudi Arabia;negative
12893;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Head Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Very little;Yes;No;No;Yes;No;No;;No;scared;Here, in the camp;Saudi Arabia;Saudi Arabia;negative
12894;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Head Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;A lot of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;10;Yes;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;I don't want to go anywhere else.;Saudi Arabia;negative
12895;Female;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Very unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Head Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;A lot of trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;3;Yes;No;;No;;No;Never;Decreased;No;;Very afraid;Yes;No;Very little;Yes;No;No;Yes;No;No;;No;scared;Here, in the camp;Malaysia, Saudi Arabia;Saudi Arabia;negative
12897;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Unsatisfied;Very unsatisfied;Satisfied;Family;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;More than once a week;USA;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;No;;;Yes;5;Yes;No;;No;;No;A few times a month;Decreased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;No;No;;Yes;not scared;Here, in the camp ;USA;Turkey;positive
12898;Male;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Very unsatisfied;Very unsatisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;No;;;Yes;10;Yes;No;;No;;No;A few times a month;Decreased;Yes;In the market;Very afraid;Yes;No;Not at all;Yes;No;Yes;Yes;Yes;No;;Yes;not scared;Here, in the camp ;USA;Australia;positive
12899;Male;Very unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Unsatisfied;Unsatisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;Once a week;Saudi Arabia;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;Yes;5;Yes;Yes;10;Yes;No;;No;;No;A few times a month;Decreased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;Yes;not scared;Here, in the camp ;USA;Turkey;positive
12900;Male;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Unsatisfied;Unsatisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;No;;;Yes;10;Yes;No;;No;;No;A few times a month;Decreased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;No;scared;Here, in the camp ;Turkey;Australia;positive
12901;Male;Unsatisfied;Satisfied;No;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Very unsatisfied;Unsatisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;No;;;No;;;No;;No;;No;A few times a week;Same;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;No;No;;No;scared;Here, in the camp ;Turkey;USA;positive
12902;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Very unsatisfied;Unsatisfied;Satisfied;Family;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;No;;;No;;;No;;No;;No;A few times a month;Decreased;Yes;In the market;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;No;No;;No;scared;Here, in the camp ;Saudi Arabia;Turkey;positive
12903;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Unsatisfied;Very unsatisfied;Satisfied;Family;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;Once a week;Malaysia;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;No;;;No;;;No;;No;;No;A few times a week;Decreased;No;;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;No;No;;No;scared;Here, in the camp ;Malaysia;Turkey;positive
12905;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Unsatisfied;Unsatisfied;Satisfied;Family;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;Once a week;Saudi Arabia;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;No;;;No;;;No;;No;;No;A few times a month;Decreased;Yes;In the market;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;No;scared;Here, in the camp ;Saudi Arabia;Turkey;positive
12907;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Very unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;Once a week;Malaysia;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;No;;;Yes;10;Yes;No;;No;;No;A few times a month;Decreased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;No;scared;Here, in the camp ;Saudi Arabia;Turkey;positive
12908;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Very unsatisfied;Very unsatisfied;Satisfied;Family;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;No;;;Yes;5;Yes;No;;No;;No;A few times a month;Decreased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;No;scared;Here, in the camp ;Saudi Arabia;USA;positive
12909;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Very unsatisfied;Very unsatisfied;Satisfied;Family;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;Once a week;Malaysia;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;No;;;Yes;5;Yes;No;;No;;No;A few times a month;Decreased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;No;scared;Here, in the camp ;I don't want to go anywhere else.;Saudi Arabia;positive
12910;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Very unsatisfied;Very unsatisfied;Satisfied;Family;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;No;;;No;;;No;;No;;No;A few times a month;Decreased;Yes;In the market;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;No;very scared;Here, in the camp ;Saudi Arabia;Saudi Arabia;positive
12911;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Very unsatisfied;Very unsatisfied;Satisfied;Family;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;Once a week;Malaysia;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;No;;;Yes;5;Yes;No;;No;;No;A few times a month;Decreased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;No;scared;Myanmar/Motherland;I don't want to go anywhere else.;Saudi Arabia;positive
12912;Female;Very unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Very unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;No;;;Yes;10;Yes;No;;No;;No;A few times a month;Decreased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;No;No;;No;scared;Here, in the camp ;Malaysia;Turkey;positive
12913;Female;Very unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;Once a week;Malaysia;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;No;;;No;;;No;;No;;No;A few times a month;Decreased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;No;No;;No;scared;Here, in the camp ;Malaysia;Australia;positive
12914;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Very unsatisfied;Very unsatisfied;Satisfied;Family;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;Once a week;Saudi Arabia;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;No;;;Yes;5;Yes;No;;No;;No;A few times a month;Decreased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;No;No;;No;scared;Here, in the camp ;Saudi Arabia;Australia;positive
12915;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Very unsatisfied;Very unsatisfied;Satisfied;Family;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;Once a week;Malaysia;Never;;Yes;talking;I ask for help;No;Comfortable enough;now;No;;;No;;;No;;No;;No;A few times a week;Decreased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;No;scared;Here, in the camp ;Malaysia;Saudi Arabia;positive
